character,line
Shadowheart,"Besides, Shadowheart still suits me - even better than before, perhaps. You can't cast a shadow without some light."
Shadowheart,Don't worry. I'm still your daughter... if you want me to be.
Shadowheart,"Loss. Actual loss, not Shar's oblivion. I had my family, for too short a moment. Now they're gone. By my hand."
Shadowheart,I remember. But they can't comfort me. They can't give me advice. They can't tell me what I was like as a little girl.
Shadowheart,"But why does freedom have to feel like I've lost everything? Perhaps I could have saved them, or perhaps Shar would have helped me forget them. Instead, I've neither..."
Shadowheart,Perhaps not for long. The Absolute may yet put us out of our misery. I may see my parents again sooner than you think...
Shadowheart,It's been a long time since I shed a tear. I don't even know how long.
Shadowheart,Shame. More than I ever knew it was possible to feel. Shar left me with all the memories I need to punish myself.
Shadowheart,"We carry on - it's all we can do. I'll follow in a while, but I think I want to stay here a little longer, firstly. This place isn't familiar, but it's peaceful."
Shadowheart,"I'll follow. But I think I want to stay here a little longer, firstly. This place isn't familiar, but it's peaceful."
Shadowheart,"All about the mission. You sound like how I used to sound. I'm all right now. Or... close enough, anyway."
Shadowheart,"I'm all right now. Or... close enough, anyway."
Shadowheart,True. But too much freedom can be frightening... lonely. There's a reason why so many are eager to bow.
Shadowheart,"I had my family, for too short a moment. Now they're gone. By my hand."
Shadowheart,"So much time's been lost already. Most of it, I can't even remember. And what I do remember... it would have been so much easier to just become a monster."
Shadowheart,"You helped bring me to this point - you're as much a traitor as anyone. Besides, the betrayal was Shar's, not mine."
Shadowheart,Focus. What could be the cause of this?
Shadowheart,Resist the pain.
Shadowheart,"The pain guides. It teaches. Only when you stray from the Nightsinger's path, does it bite."
Shadowheart,This land is under the Lady Shar's sway. Maybe answers lie where her power is strongest.
Shadowheart,Shadowheart. She's as much a part of who I am as Jenevelle; I can't just forget her - that's not what I do anymore.
Shadowheart,There were Dark Justiciars here once - you saw the signs. You should heed them - learn more.
Shadowheart,"A very good thing. I don't know what I did to trick you into thinking I was worthy of you, but I'm glad it worked."
Shadowheart,It doesn't look like anyone's been here in a while. Perhaps people lost faith. Or... forgot about it.
Shadowheart,I need to take back control. Seize what I've been denied.
Shadowheart,You wouldn't say that if you ever saw me in the water.
Shadowheart,"Understood. Just keep me from drowning, and don't laugh while I flail about in waist-high water. That's all I ask."
Shadowheart,"A lot's changed since then. More than I ever thought was possible. And besides, she's no lady."
Shadowheart,"Strictly speaking you should have killed me the moment Shar banished me. But you didn't, for whatever reason. Help me, or don't."
Shadowheart,"I seem to recall you encouraging me to spare Nightsong. Perhaps you're more like me than you care to admit. Help me, or don't."
Shadowheart,I sacrificed my memory's for Shar- to preserve my mission. But one thing I do remember about myself is that I can't swim. I think it's time I remedied that. And washed off Shar's bile at the same time.
Shadowheart,Not quite. You'll see when we get there.
Shadowheart,I see. In that case you'd better go get some rest. Wouldn't want your focus to slip.
Shadowheart,"I did, and its too late for regrets... but I wish I felt a little more comfortable in my own skin."
Shadowheart,Don't be so quick to judge - she didn't ask anything of you. Who's to say you'd have handled it any differently?
Shadowheart,I wanted to come here. To see if I felt anything that I hadn't done before. Now that I know what I know. Now that I know who I am.
Shadowheart,"What's done is done, but I have an idea that might help me... if you're willing to play a part."
Shadowheart,Try to understand what's happening.
Shadowheart,Silently petition Lady Shar for guidance.
Shadowheart,It was nothing. Put it out of your mind.
Shadowheart,Of course it was worth it. Your whole life has been leading to this.
Shadowheart,Banish such doubts - they only distract from your faith.
Shadowheart,You cannot lie. Part of you regrets the cost in life. Yet it was Lady Shar's will.
Shadowheart,She must be purged. The Dark Lady demands it.
Shadowheart,You still wear your hair like a trainee. Time for something more... commanding.
Shadowheart,"That will come in time - your actions will speak for themselves. Now, rest."
Shadowheart,The Mother Superior always hindered your ambitions. Yet now you will unseat her. Ironic.
Shadowheart,"She saved your life, and made you who you are today. You owe her much."
Shadowheart,"Hmph - the famous Blade of Frontiers. Clever, this hero act you've got going."
Shadowheart,I know. But it's nice to hear you say it.
Shadowheart,There were Dark Justiciars here once - you saw the signs. There must be a temple - somewhere dedicated to Lady Shar.
Shadowheart,"Why were you alone in those woods? The gaps in your memories are vast, unnerving..."
Shadowheart,"Fine. Well don't just stand there, turn around."
Shadowheart,You haven't even attempted to peek. I'm a little offended.
Shadowheart,"That's one word for it, I suppose. You can turn around again."
Shadowheart,What? Don't just stare.
Shadowheart,I know. Your turn.
Shadowheart,"Don't just stare while you're still dressed, I mean. Come on, I kept up my end of the bargain - will you keep up yours?"
Shadowheart,You're what...? But I already took my clothes off.
Shadowheart,"Now come on, get those clothes off. You've made me wait long enough."
Shadowheart,I... I don't know if I can do this. Now that I'm here.
Shadowheart,All right. Just stay close...
Shadowheart,"More the drowning, and the things that could be hiding underwater, and the drowning, and the cold. Did I mention the drowning?"
Shadowheart,Come on then. We've already come this far.
Shadowheart,"Let's get on with it, before I lose my nerve."
Shadowheart,What...? Wait!
Shadowheart,Oh Hells that's cold.
Shadowheart,Thank you. I needed that. I needed to know I can face things without Shar.
Shadowheart,I don't want to go back. Not just yet.
Shadowheart,"I'd drag you into the sand if I thought I'd survive it. Then again, I suppose I can think of worse ways to die."
Shadowheart,"How about a night on the beach, under the stars? Together. Just near enough."
Shadowheart,Just a pebble.
Shadowheart,Now don't you dare stop.
Shadowheart,"Yes. A silent one, if you have any sense."
Shadowheart,You're lucky I didn't have anything more dangerous to throw than undergarments.
Shadowheart,A little misdirection. Couldn't resist.
Shadowheart,Wait - just give me a moment. I can manage. As long as you stay with me.
Shadowheart,Concentrate on your mission. The Mother Superior awaits your return to Baldur's Gate.
Shadowheart,Neither did I.
Shadowheart,"You don't want to get them wet, do you? Or worse, weigh you down. Go on; don't turn shy on me now."
Shadowheart,The pain must be a test. To embrace Lady Shar completely is to leave all pain and sorrow behind.
Shadowheart,This is the spot. Looks like someone's left poor Selûne untended...
Shadowheart,"Something of a much rarer vintage. After I offered up the Nightsong to Lady Shar, her blood was on the spear, on my hands, on my clothing. I wrung out every drop I could. Saved it for a special occasion."
Shadowheart,"Physically? No... that part is already done. This will wound the spirit. Most deeply, I should hope."
Shadowheart,"After I offered up the Nightsong to Lady Shar, her blood was on the spear, on my hands, on my clothing. I wrung out every drop I could. Saved it for a special occasion."
Shadowheart,Let's see what comfort we can offer a grieving mother.
Shadowheart,You did well. I hope you're not trying to surpass me in Lady Shar's graces.
Shadowheart,Yes. But I'm afraid I forgot to bring any food...
Shadowheart,"It means nothing. Shar owns my heart. But luckily she's willing to share the rest of me, just this once."
Shadowheart,That's what makes it so good.
Shadowheart,"But whatever you have to give... it's not enough, is it?"
Shadowheart,"Well you can't be of much help to me from the shoreline, can you? Shouting moral support while I drown?"
Shadowheart,A shame. I wanted to show you just how rewarding the embrace of darkness could be... but perhaps it is not meant for you. Good night.
Shadowheart,"First the act of wickedness, then the feast... but I think this will count as both at once."
Shadowheart,"Go, then. Maybe you can do better by yourself, though I doubt it."
Shadowheart,A little. I like it.
Shadowheart,Oh yes? Show me.
Shadowheart,I'm not afraid. Far from it.
Shadowheart,Indeed? And what else might you be willing to do...?
Shadowheart,"Fine suggestions, all. Perhaps another time."
Shadowheart,"Go, then. Lady Shar's blessings can be for me alone."
Shadowheart,"It seems to be the perfect night to spend a little time together, just you and I... assuming you haven't changed your mind, of course?"
Shadowheart,"Oh. A pity - I've been missing out on beauty sleep, just to wait up on you. Good night."
Shadowheart,This will do. Take off your clothes.
Shadowheart,Stop being so gentle.
Shadowheart,"And yes, I'm sure there's someone out there for you. You should have seen the look Wyll was giving you earlier..."
Shadowheart,"And yes, I'm sure there's someone out there for you. Gale's been stealing a glance or three in your direction..."
Shadowheart,"You're putting words in my mouth - I never said I disliked you. It's just we have some work to do, to get on each other's good sides."
Shadowheart,Ignore Shar. Turn to free your parents.
Shadowheart,Use Selûne's power to break their bindings.
Shadowheart,Call on Selûne's power to end their suffering.
Shadowheart,Goodbye.
Shadowheart,Are you sure this is what you want?
Shadowheart,But I only just found you again.
Shadowheart,I'm not harming you. I can't.
Shadowheart,Did she mean what I think she did...?
Shadowheart,I don't care - I've found my parents. I've won.
Shadowheart,First I need to get you out of these restraints. Then find your way to our camp - you'll be safe there.
Shadowheart,"No, I'm not giving up on you. We can weather whatever Shar has in store for us, together."
Shadowheart,Jenevelle... Is that my name?
Shadowheart,The hells with this. I'm here to save you.
Shadowheart,I'm here to get you out of this place. 
Shadowheart,I still remember. Who they were. What I did to them...
Shadowheart,They're... they're my parents? What have you done to them?
Shadowheart,That was me... I hurt them. How?
Shadowheart,"If this is a test, what must I do?"
Shadowheart,What am I to do now?
Shadowheart,Who are these people?
Shadowheart,"Is it over? Have I proven myself, Lady Shar?"
Shadowheart,"What happened? I remember entering this chamber, then... nothing."
Shadowheart,I still remember. Everything I did to them.
Shadowheart,Unleash Lady Shar's power. Sacrifice them.
Shadowheart,"You're a monster, not a goddess."
Shadowheart,Don't call me that. My name is Shadowheart.
Shadowheart,I don't understand - who are these people?
Shadowheart,What have you done to them?!
Shadowheart,"I'm sorry... I need to obey my parents' wishes, this once. If you are sure this is what you want...?"
Shadowheart,"Get out of this place, as soon as your strength allows. There's a camp - you'll be safe there."
Shadowheart,You're no burden. You're my strength. I think I know where my wilful side comes from now.
Shadowheart,I didn't come this far just to give up at the final hurdle. We're leaving this place together. I'm going to take care of you.
Shadowheart,"But I only just found you again, after all this time. I can't lose you again."
Shadowheart,"No, I can't. I came here for them."
Shadowheart,She's gone... I don't understand.
Shadowheart,Enough. I'm taking my parents away from here. I'm taking them away from you.
Shadowheart,"I'm here to get you out of here. They're all gone, it's over -"
Shadowheart,Do what's right. I think I lost sight of that some time ago. Better to just serve blindly.
Shadowheart,What's right... Have I ever known what that truly is?
Shadowheart,They're... they're my parents.
Shadowheart,"Yes. But we're not finished with the Absolute just yet. Only now, Lady Shar's forces are mine to command, when the battle comes."
Shadowheart,"It's time we left. We're not finished with the Absolute just yet. Only now, Shar's forces are mine to command, when the battle comes."
Shadowheart,"Don't be ridiculous - I never knew my parents. Whoever these poor wretches were, they're strangers to me."
Shadowheart,"It's done. This place is mine now. Shar's forces are mine, when I need them. And her power... it's right at my fingertips. I can't believe it."
Shadowheart,I still remember.
Shadowheart,"No, you're right to urge haste. There'll be time for a proper reunion later - let's get clear of this place."
Shadowheart,I will be. Once we all get clear of this place.
Shadowheart,"I... I did that? Gods, how did I do that to them... so many times?"
Shadowheart,I'm leaving this place. And I'm taking my parents with me.
Shadowheart,I am saving myself.
Shadowheart,I have to do it. My whole life has been leading to this.
Shadowheart,They're my parents... I don't know if I can.
Shadowheart,"Sacrifices. My final test, whoever they are. A rather meagre offering to the Dark Lady... but it is not my place to question her."
Shadowheart,"Don't be. They're free now, as am I. And part of them is still here with me."
Shadowheart,"I shall carry out your will, my Lady."
Shadowheart,I'm getting you out of here. There's a place where you'll be safe.
Shadowheart,Very supportive of her.
Shadowheart,How did they react?
Shadowheart,I did not see you amongst my supporters when I faced Viconia - can I trust you?
Shadowheart,"What comes next? The Chamber of Loss. Viconia is gone, and soon I will rule."
Shadowheart,"Viconia's gone, and this place can rot as far as I'm concerned. You should leave."
Shadowheart,What comes next? My rule over this place. You will resume your duties.
Shadowheart,Remind me.
Shadowheart,"Most would consider us enemies, not friends. "
Shadowheart,I'm glad you're happy.
Shadowheart,I... I remember you. But you're different. Very different. And that name is new.
Shadowheart,"Viconia would have you hide down here, oblivious to the true danger - the Absolute must be stopped, and only I can lead you. Lady Shar has decreed it!"
Shadowheart,Perhaps she was telling you what you wanted to hear. To keep you bound to Shar.
Shadowheart,Enough speeches - the odds are already in my favour. Do you think the Dark Lady would want you to die for a lost cause? Or show some cunning and live another day?
Shadowheart,I sank a spear into the heart of the Moonwitch's daughter. Lady Shar rewarded me - she turned the pain that once held me back into the power that now drives me on.
Shadowheart,"I'm not here to convince you, Mother. You are already disgraced in Lady Shar's eyes. I merely wish to give the others a chance to repent, before they are dragged down with you."
Shadowheart,Tell them what you witnessed. Tell them how Lady Shar favours me.
Shadowheart,"Lady Shar protected me. She guided me, elevated me. And now she wants me to cast you down. "
Shadowheart,You think you know better than the Dark Lady? No wonder she sent me to this place of your poison.
Shadowheart,Tell her. Tell them all. Tell them how the Nightsinger has blessed me.
Shadowheart,"No. I already faced Lady Shar. I passed her trials, I wielded her spear, and now I am her mortal voice. I have been embraced by her in ways you could only dream of."
Shadowheart,What? No!
Shadowheart,"No! Were you meaning to backstab me all along, or did you lose your spine along the way? "
Shadowheart,Likewise.
Shadowheart,"I should thank you. If you hadn't sent me on that suicide mission, I'd never have learned the truth. "
Shadowheart,And she told me to cleanse her church of those who failed her.
Shadowheart,I thought you were my goddess... but you're just a monster.
Shadowheart,Perhaps she was telling you what you wanted to hear. To keep you in Lady Shar's embrace.
Shadowheart,"I remember none of this - or at least, almost none of it."
Shadowheart,I... I hurt you both. So much. Gods forgive me...
Shadowheart,Do as you are commanded to. End their suffering.
Shadowheart,No. I can't do this.
Shadowheart,It's me. I'm Jenevelle.
Shadowheart,"I don't believe it. Tell me it's not real, my Lady. Tell me it's a test."
Shadowheart,This can't be... Are they my parents? What have you done to them?
Shadowheart,Moonmaiden? Who the hells are you two?
Shadowheart,That was me. I did that. How...?
Shadowheart,Thanks.
Shadowheart,Can I have my memories back.
Shadowheart,Give me my memories back.
Shadowheart,Shar is evil. She ruins lives. The acceptance of her disciple is nothing worth cherishing.
Shadowheart,Can I have my memories back?
Shadowheart,That's... good enough for me. I'm not sure what I expected coming back to this place - certainly not a friend.
Shadowheart,"Shar condemned me. By her decree, you and I are enemies."
Shadowheart,I don't remember you.
Shadowheart,You don't need Shar. 
Shadowheart,Indeed. There must be all sorts of things you could tell me.
Shadowheart,There must be all sorts you can tell me. Things I can't even remember.
Shadowheart,Perhaps you're right... but I trusted her once. That has to count for something.
Shadowheart,"I wish... to know more. There must be all sort of things you can tell me. Little things from my past, lost to Lady Shar's embrace."
Shadowheart,"Her followers... and my friends, in at least some cases. I was so focused on getting here, on finishing this, I forgot about the life I had here."
Shadowheart,I've been trying to return here as long as I can remember... which admittedly doesn't amount to much.
Shadowheart,It's a beautiful name. Suits you well.
Shadowheart,Give my my memories back.
Shadowheart,Shar doesn't care. She was always going to use you and discard you - but now I'm going to deal with you first.
Shadowheart,Let's leave this place. There's nothing more for me here.
Shadowheart,"Shadowheart, still. I can't run away from who I was for all this time. Besides, there's something fitting to it - you can't cast a shadow without some light."
Shadowheart,Won't leave an ally in a bind.<br>
Shadowheart,This'll make it better. Ssh...
Shadowheart,"Don't worry, I'll help."
Shadowheart,Can't leave a friend trapped.<br>
Shadowheart,Can't leave an ally stuck.
Shadowheart,"I like her. She looks like she could throw me over her shoulder and carry me to safety, should the need arise."
Shadowheart,"Stand down, Wyll. She's fiery, but no devil."
Shadowheart,I'm down.
Shadowheart,My lady...
Shadowheart,Healer!<br>
Shadowheart,I need help!
Shadowheart,Can't leave you stuck.
Shadowheart,Ungh! I'm hit!
Shadowheart,Please... help...
Shadowheart,Ngh... no!
Shadowheart,Let's see what I can pilfer.
Shadowheart,Let's see what's to be had.
Shadowheart,"Worth a bit of finger work, perhaps."
Shadowheart,Better fetch that.
Shadowheart,I should take that.
Shadowheart,Might be useful.<br>
Shadowheart,Maybe we could get him to wear a bell - dissuade any night-time prowling.
Shadowheart,Better take that.
Shadowheart,"Hmm, let's see..."
Shadowheart,I need aid.
Shadowheart,I should fetch that.
Shadowheart,Won't leave you behind.<br>
Shadowheart,Let's see what my touch can do.<br>
Shadowheart,"Yes. I know it must seem like I pulled this out of thin air, but that's how Lady Shar chose to reveal herself to me. You'll see for yourself, soon enough."
Shadowheart,There's a library in this place somewhere. That's where I need to look.
Shadowheart,"Without it, the sacrifice to my Lady will be in vain, and I won't be blessed as a Dark Justiciar."
Shadowheart,Supposedly in the library we saw before - we should go back to it.
Shadowheart,We need to get that spear - there's a library in this place somewhere. That's where I need to look.
Shadowheart,We need to get that spear - supposedly it's in the library we saw before.
Shadowheart,We need to find that spear.
Shadowheart,"As luck would have it, we have the spear already. Time to move on."
Shadowheart,"Don't go soft on me now - this is hardly the first life we've taken. Besides, this place has been empty for years - the sacrifice can't be a simple mortal. More likely a monster."
Shadowheart,"Don't worry. This place has been empty for years - the sacrifice can't be a simple mortal. More likely it's a monster - and we're well-versed in dealing with those, aren't we?"
Shadowheart,"There is a holy weapon hidden away - the Spear of Night. I have to claim it, then use it to make a sacrifice in Lady Shar's inner sanctum. If I succeed, I'll become a Dark Justiciar."
Shadowheart,Might prove useful.<br>
Shadowheart,"There's something more I need to do, or the trials will have been in vain."
Shadowheart,No. This is different... very different.
Shadowheart,Nothing. Nothing's wrong at all.
Shadowheart,Wait...
Shadowheart,Tense for battle.
Shadowheart,It's nothing. I just got lost in my own thoughts.
Shadowheart,Shar. She spoke to me. I have to find a sacred spear and make a sacrifice in her name.
Shadowheart,"Quiet - this is some trick. The parasite, toying with my mind. Stop it."
Shadowheart,Lady Shar...?
Shadowheart,Who are you? Show yourself!
Shadowheart,"I won't fail you, my Lady."
Shadowheart,Lady Shar...? Is that you?
Shadowheart,"It's fine, really. I just feel we're on the right track. I'm right where I need to be - under Lady Shar's gaze."
Shadowheart,I don't know where home is anymore... but it's not here.
Shadowheart,Better take that.<br>
Shadowheart,Better help.
Shadowheart,"I've heard enough - leave. Vanish, or you'll wish I killed you here."
Shadowheart,Kill her.
Shadowheart,"Leave. Leave and vanish, or you'll wish I killed you here."
Shadowheart,Are you expecting sympathy?
Shadowheart,What are you talking about?
Shadowheart,You're lying. I wouldn't do that.
Shadowheart,"I could demonstrate some techniques, if you insist."
Shadowheart,Answer me.
Shadowheart,Why me? What was all this for?
Shadowheart,Where are they?!
Shadowheart,I'm not done with you yet. My parents. Where are they?
Shadowheart,"Get out of here. If you're wise, you'll vanish for good."
Shadowheart,"Leave. If you're wise, you'll vanish as if you're dead and buried."
Shadowheart,I won't remember you at all. Nobody will.
Shadowheart,I'm... I'm sorry. I didn't know any of this was happening until it was much too late. I came to try put things right.
Shadowheart,Is this truly what you want?
Shadowheart,"Free, but with the memory of what I've done. Don't ask me to kill my parents, please. I can't live with that."
Shadowheart,"And replace it with another. Don't ask me to kill my parents, please. I can't live with that."
Shadowheart,Yes. It was worth it. No words of yours can diminish that.
Shadowheart,To be free of Shar? To end my parents' suffering and show them it wasn't all in vain?
Shadowheart,My parents are watching over me. 
Shadowheart,Moon motes. They bring Selûne's light to dark places and offer guidance to those in need.
Shadowheart,In a way. But they're also right here - look.
Shadowheart,Let it stay forgotten.
Shadowheart,"Don't worry, Mother. I'll learn from your mistakes."
Shadowheart,Might prove useful.
Shadowheart,"Finish it? No - I want you to live, having lost everything. Leave."
Shadowheart,My parents. Where are they?
Shadowheart,Trapped. Better offer help.<br>
Shadowheart,"Stuck, eh? Hold on."
Shadowheart,Better lend a hand.
Shadowheart,The Dark Lady rewards me.
Shadowheart,Unseen. Perfect.<br>
Shadowheart,This'll do nicely.
Shadowheart,It pays to be light-fingered.
Shadowheart,"In and out, like a ghost."
Shadowheart,A gentle touch pays off.
Shadowheart,"Mystra is a lesser goddess compared to Lady Shar, but if you have a chance to speak to her, you should seize it."
Shadowheart,"An audience with your goddess can go wrong - I should know - but do whatever you feel is best, Gale."
Shadowheart,She still has answers I need.
Shadowheart,"Go on, Gale - see what Mystra has to say for herself. She was never deserving of your worship, anyway."
Shadowheart,"Kill her, or turn her loose. It doesn't matter. She's finished, either way."
Shadowheart,First I need answers.
Shadowheart,You deal with her then. I need to find my parents.
Shadowheart,She doesn't care about any of us.
Shadowheart,"No, it doesn't."
Shadowheart,Go. Vanish as if you were dead.
Shadowheart,I doubt Shar will look too kindly on her failure - we all know how she treats those who disappoint her.
Shadowheart,I want to see my parents. And I don't care what happens to this one. She's been in my head long enough already. Do what you like. I know you'll choose well.
Shadowheart,Why? Why me? Why all this effort?
Shadowheart,I know. But she's not lying. She made me in her image.
Shadowheart,Answer me!
Shadowheart,"You can do this, Gale. Standing up to a goddess is... daunting, but you'll be glad once it's over."
Shadowheart,That's right. I know what you did. And it's not going to be quick - not for you.
Shadowheart,Enough. I don't answer to you. Not anymore. I'm here for my family.
Shadowheart,The threat of the Absolute is upon you all - and Viconia is not fit to lead you!
Shadowheart,Perhaps the Mother Superior has her reasons. Perhaps you are not ready.
Shadowheart,"The Dark Justiciars' true seat of power must be somewhere nearby. You should find it, and realise your dream at last."
Shadowheart,Something must have caused the Dark Justiciars to vanish as they did. You owe it to Lady Shar to discover what happened to her servants.
Shadowheart,"Well, looks can be deceiving."
Shadowheart,"I saw something that reminded me of... well, it's private. But then I felt something rise within me, like my blood was on fire. Then it passed. That's all I know."
Shadowheart,Let's just move along. Time's a rare currency for both of us.
Shadowheart,I do.
Shadowheart,I'll take you as I find you. Now let the matter rest.
Shadowheart,I don't know - what more can I say? 
Shadowheart,"If I knew, I promise I'd tell you. But I don't. Can we just leave it at that for now, please?"
Shadowheart,Nothing. A trick of the light.
Shadowheart,"Come on, Karlach. There's got to be more to this - some other way."
Shadowheart,"Maybe... it felt oddly familiar, but I don't know why..."
Shadowheart,"It's stopped now, whatever it is. Let's just carry on."
Shadowheart,It felt... oddly familiar. But I don't know why.
Shadowheart,I... I don't know exactly. Lady Shar protect me.
Shadowheart,Your guess is as good as mine.
Shadowheart,"Nothing to be done about it now, anyway."
Shadowheart,"Perhaps Lady Shar is testing me somehow... perhaps not. I don't know, in short."
Shadowheart,"You already know as much as I do. Best ignore it, as long as it doesn't hamper us too much."
Shadowheart,We... we should keep moving.
Shadowheart,Breathe deep. Resist the sensation.
Shadowheart,Accept the pain.
Shadowheart,Try to recall why this is happening.
Shadowheart,"I saw something that reminded me of my faith... my mission. I felt something rise within me, like my blood was on fire. Then it passed. That's all I know."
Shadowheart,To even touch that filth would be to dishonour Shar. 
Shadowheart,The wound upon your hand - the one that never fully heals. What is its purpose?
Shadowheart,The wound on your hand caused this. What is it?
Shadowheart,This is fairly barbaric and vulgar.<br>
Shadowheart,Good. Selûne is a bad omen - just look what's befallen her temple. 
Shadowheart,Good. I wasn't intending to.
Shadowheart,A ruin abandoned to a murderous horde is a very fitting dedication to Selûne.
Shadowheart,"Respect's given freely. If your goddess needs to demand it, she's not worthy of it."
Shadowheart,"Though I'll grant it must have been impressive once, in all its profane glory... I wonder what happened."
Shadowheart,"Though I'll grant it must have been impressive once, in all its profane glory... until someone razed it."
Shadowheart,"We don't have time for this. Besides, I already explained myself."
Shadowheart,Nothing. Merely an observation.
Shadowheart,Spare me your dramatics. I already told you all there is to tell. Let's go.
Shadowheart,Is your hearing failing you? Or your wits perhaps? There's nothing more to say. Let's move.
Shadowheart,Offer a silent prayer to Lady Shar for her protection.
Shadowheart,"I worship Shar, the Mistress of the Night. It is my holy mission to oppose Selûne, her teachings and her followers."
Shadowheart,Only that you're overthinking a simple deduction I made.
Shadowheart,No matter. I'll breathe easier once we're clear of this place.
Shadowheart,Selûne is a bad omen - just look what's befallen her temple. 
Shadowheart,"Quite the understatement, but yes. Let's not linger in this place any more than necessary."
Shadowheart,"Let's do what we have to, then get out of here."
Shadowheart,Someone razed this place - a foe of Selûne. Perhaps they can still be found.
Shadowheart,"Whatever happened, it's undeniable that this place must have been impressive once. "
Shadowheart,No matter. Rejoice in the desecration of this foul place.
Shadowheart,"Perhaps it is just a coincidence. But reason to praise Shar, all the same."
Shadowheart,"No matter who razed it, it's undeniable that this place must have been impressive once. "
Shadowheart,This could be the work of Shar's faithful. It would be wise to look for more signs.
Shadowheart,"You're not going to let this go, are you? You might wish you had..."
Shadowheart,A githyanki prince? Is this why the mother superior seeks this relic?
Shadowheart,Taking them is the pragmatic choice.
Shadowheart,But you'll steal them? An interesting way to show your devotion.
Shadowheart,Strange... you know who I never thought I'd find myself caring for?
Shadowheart,Exactly right. Never gave them much thought. Certainly not that bunch in the grove.
Shadowheart,"Your words, not mine. But not what I mean."
Shadowheart,"I wouldn't quite say that... but no, that's not what I mean."
Shadowheart,I mean desperate people... like those refugees. Never gave them much thought. Certainly not that bunch in the grove.
Shadowheart,Yet we came through for them. We saved their lives. Odd.
Shadowheart,That's more easily said by some than others.
Shadowheart,Something like that. I was taught to reject anything that distracted from Shar...
Shadowheart,...but there'll be time for penance later.
Shadowheart,How pragmatic. One would think letting the goblins torch the grove would have resulted in the same.
Shadowheart,But nobody's here to debate right from wrong. 
Shadowheart,Everyone seems to be in high spirits. 
Shadowheart,Share a bottle with me?
Shadowheart,There - some liquid courage. And try to get some rest too if you can; tomorrow's another day.
Shadowheart,We should wait a little while. Until the others have drifted off.
Shadowheart,Best not keep me waiting. I'd prefer not to entertain myself...
Shadowheart,Not tonight.
Shadowheart,As you like. Try not to tire yourself out too much.
Shadowheart,Just a bottle. I think you have other plans afterwards - wouldn't want to keep you.
Shadowheart,"...Well, maybe I would. But first come, first served."
Shadowheart,"Best enjoyed someplace private, I think."
Shadowheart,I thought you might've wanted to mingle with the others.
Shadowheart,"True. But I thought you might not want to linger with me. We haven't always seen eye to eye, after all."
Shadowheart,"I mean you saved the grove. I'm sure you'll find you're quite popular, if you look around."
Shadowheart,I won't keep you long - I gather you've already made plans with someone for your evening.
Shadowheart,I do. Thank you for understanding.
Shadowheart,Best hope all this wine makes me forget what you tried to do.
Shadowheart,Don't forget our little agreement. As soon as things quiet down here...
Shadowheart,It does. Thank you.
Shadowheart,I never knew Selûne's followers were quite so wretched. Do as you please.
Shadowheart,Spare me the indignity - you looked set to loot this sad little shrine.
Shadowheart,Take them if you must. But I'll remember you didn't listen to sense.
Shadowheart,Fine. Perhaps you can sell them for a couple of coins. 
Shadowheart,Trifling with that moon witch will only bring you trouble. Shar's guidance is clear.
Shadowheart,"I almost pity her, if you're the quality of follower she attracts."
Shadowheart,You were just about to loot this shrine - don't pretend you're offended now.
Shadowheart,Of course I am. But we can talk about this later - let's go.
Shadowheart,Gather your thoughts. Then perhaps we can talk some more.
Shadowheart,Talk to me later. We've got more pressing matters to see to right now.
Shadowheart,We should've had wine more often. More warming than the fire.
Shadowheart,"I even keep secrets from myself - I had my memories suppressed, so that nothing I knew could be used against the Dark Lady. Once I prove myself, my memories will be restored."
Shadowheart,"Because we've enough troubles and burdens as it is. Common sense, that's all."
Shadowheart,"I worship Shar, Mistress of the Night - Selûne's twin and foe."
Shadowheart,I should've just stayed quiet. You want the truth? Fine.
Shadowheart,Do not trifle with that moon witch or her trinkets. Only trouble will follow.
Shadowheart,"This rubbish is an offering to Selûne. At best, it's worthless. At worst... who knows? Could be cursed."
Shadowheart,"You should leave it. Or even destroy it, if possible."
Shadowheart,That thing's killing her!
Shadowheart,It wasn't just her fate we decided... Wyll - he belongs to the Hells now. 
Shadowheart,Six months? We could be long dead before that long's elapsed.
Shadowheart,I already got my answer. Let's not make this awkward.
Shadowheart,Enjoy the rest of your night. But maybe do it elsewhere.
Shadowheart,"... I should have been more discreet around you, clearly. Yes, you're right."
Shadowheart,I sacrificed others so that I could become who I needed to be - I won't deny you the same chance. 
Shadowheart,"At the cost of a lot of lives. It's not worth it, Astarion."
Shadowheart,"All those lives, just snuffed out... I hope it was worth it."
Shadowheart,You know me? Can't say the feeling's mutual. Maybe you're just forgettable.
Shadowheart,"There is something I lost... no, had taken from me. My family. My life. I want it all back -"
Shadowheart,Mother Superior... Viconia DeVir.
Shadowheart,I... I can't. My memories -
Shadowheart,"The Mother Superior, of Shar's... It's you."
Shadowheart,The artefact. I was sent to retrieve it. At any cost.
Shadowheart,I have a mission to fulfil. I must -
Shadowheart,That voice... Allow me. I think I'm supposed to do this.
Shadowheart,None of your concern.
Shadowheart,I want my lost memories restored.
Shadowheart,My life was taken from me. I want it back.
Shadowheart,"Do I know you? I like to be on a first-name basis before I give someone a thrashing, ideally."
Shadowheart,I can't remember.
Shadowheart,The Mother Superior sent me.
Shadowheart,Enough of this - who are you?
